ref	worktree	date	ahead_v3	behind_v3	ahead_main	behind_main	WEB_f8dca88	APC_60df033	CCPc_66efcd7	AFF_764effd	REV_2ee2baf	BOOK_f8dca88	CCP_e2c37c9	G1_c07e98b	G2_f25f542	G3_7796ac5	M_89e65f7	M_2e3ec8a	M_968472e	MAIN_842379b	subject
fix/scam-shield-inconclusive	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-scamfix	2026-08-19 12:46	1	225	1	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(scam-shield): stop calling a link safe when nothing could be checked
fix/shopping-marker-product-identity	D:/Claude/Projects/TappyAI/tappyai-shopping-contract	2026-09-05 10:10	2	75	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge pull request #248 from huyphamsm-tappy/fix/bug-011-destination-scope
fix/spec-guard-lone-connector	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-web-release	2026-08-17 15:41	0	234	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): drop a connector left with nothing to introduce
fix/spec-guard-unit-no-space	-	2026-08-17 15:34	0	236	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): "0.98kg" asserts weight just as "0.98 kg" does
fix/ssrf-dns-pinning	-	2026-09-01 15:21	9	78	9	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge origin/main into fix/ssrf-dns-pinning
fix/streaming-markdown-image-flash	-	2026-08-15 15:29	0	261	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): never stop the typewriter inside a markdown token
fix/supertux-preload-removal	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-supertux	2026-08-07 09:56	0	407	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	perf(game): stop preloading SuperTux assets on the hub page
fix/thumbnail-self-healing	-	2026-08-25 12:42	1	137	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): self-heal thumbnails on transient failure/stall instead of a permane
fix/travel-dynamic-fact-guard	-	2026-08-27 16:24	1	126	1	64	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(travel): fail-closed guard for dynamic travel facts (P0 — flight/hotel pri
fix/tts-language-voice	-	2026-07-25 12:47	0	570	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(tts): match voice to reply language; never read Vietnamese with an English v
fix/v2-cleanup-profile-sync-explore-audio	-	2026-08-28 12:20	2	116	2	54	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(explore): the first tap unlocked the sound and then killed it
fix/v2-fix-phase	-	2026-08-22 10:11	41	170	41	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into fix/v2-fix-phase
fix/vi-response-language	-	2026-08-15 12:35	0	275	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): name Vietnamese in the prompt so Vietnamese turns answer in Vietnamese
fix/vi-tool-path-lang-2	-	2026-08-18 15:17	0	228	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(reviews): restore owner visibility for under-review posts (#91)
fix/vi-tool-path-language	-	2026-08-15 13:00	0	273	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): stop the language override teaching itself in English
fix/vietnamese-detection-ratio	-	2026-07-30 15:28	0	482	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): stop one Vietnamese proper noun from flipping an English reply to Vietn
fix/vietnamese-short-query-language	-	2026-08-15 14:50	0	263	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): detect short Vietnamese search queries as Vietnamese
fix/web-cta-marker-leak	C:/wtcta	2026-08-27 17:38	2	125	2	63	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge origin/main (1b0632b) into fix/web-cta-marker-leak
fix/web-owner-profile-held-visibility	-	2026-08-18 15:15	1	229	1	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(reviews): restore owner visibility for under-review posts
fix/web-production-stabilization	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-stabilization	2026-07-23 12:24	35	601	35	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(email): introduce provider-based email architecture with Brevo SMTP
fix/wif-check-token-reader	-	2026-08-13 09:23	0	330	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): give the health check the same token reader as the provider
fix/wif-health-presence-test	-	2026-08-13 09:04	0	332	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): stop reporting a present identity as a missing one
fix/youtube-poster-hqdefault	-	2026-08-15 17:36	1	258	1	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(mobile): build YouTube posters the web resolver's way
guard/ai-image-url-ssrf	C:/wtssrf	2026-09-01 16:40	4	76	4	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	wip: deterministic harness
integration/android-parity	-	2026-07-21 14:35	0	605	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(web): comment replies/reactions + reviews parity + ProfileTab extraction
integration/scam-shield-v3	-	2026-09-06 16:36	23	357	23	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(scam-shield): V3 safety UI
integration/v3-canonical	D:/Claude/Projects/TappyAI/tappyai-v3-canonical	2026-09-17 20:14	20	34	59	11	1	1	0	0	1	1	0	0	0	0	0	0	0	0	feat(web): complete personal collections parity
integration/v3-foundation	C:/Users/Admin/Claude/Projects/TappyAI/.worktrees/v3-integration	2026-09-03 15:01	10	74	11	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	refactor(security): /api/chat no longer performs a privileged operation
ios/marker-leak-parity	C:/wtios	2026-08-27 20:41	9	121	9	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge updated #183 (now current with origin/main) into the marker-leak branch
ios/shopping-decision-evidence-parity	-	2026-08-27 20:40	6	121	6	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge updated base (origin/main) into the shopping-parity branch
main	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-v2-recon	2026-08-27 09:31	0	130	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ai): Food identity flow + contextual follow-up card duplication (#191)
merge/main-into-v3	D:/Claude/Projects/TappyAI/tappyai-mvp/.claude/worktrees/g1-place-guard	2026-09-17 22:14	28	0	90	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	feat(auth): D1 revised — guests keep the 5-question trial behind an 18+ self-d
perf-audit	-	2026-08-28 09:06	0	120	0	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	diag(web): TEMPORARY client-error capture for the Zalo/Chat/Home P0 (#202)
perf/chat-cost-phase-b	-	2026-08-12 10:36	12	357	12	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(android): update target api to 36
perf/chat-model-timing	-	2026-08-25 14:46	1	135	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	obs(chat): split the turn into pre-model, TTFT and generation
perf/chat-pre-model-parallel	-	2026-08-25 13:56	1	136	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	perf(chat): run the four post-gate reads in parallel
perf/chat-prose-budget	-	2026-08-25 13:48	3	136	3	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(chat): destructure SystemPrompt instead of casting it
perf/drop-debug-budget-field	-	2026-08-15 13:40	0	271	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	perf(ai): drop the debug field from the hotel tool payload
perf/phase0-instrumentation	-	2026-08-25 15:32	1	134	1	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	obs(chat): Phase-0 — per-tool, per-step and client-emit timing on the one usag
perf/phase1-early-shopping-frame	-	2026-08-25 15:39	0	132	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	obs(chat): Phase-0 — per-tool, per-step and client-emit timing on the one usag
perf/phase2-photo-instrumentation	-	2026-08-25 16:16	1	132	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	obs(photos): time each step of the photo fallback chain
perf/phase2-photo-overlap	-	2026-08-25 15:39	0	132	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	obs(chat): Phase-0 — per-tool, per-step and client-emit timing on the one usag
phase1-blob	-	2026-08-13 11:58	0	320	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): stop pointing clients at the suspended Blob store
phase1-ios	-	2026-08-13 11:28	0	325	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ios): speak the shared media protocol instead of Vercel Blob's
phase1-photos	-	2026-08-13 12:10	0	316	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(media): filter Blob URLs out of the photos array too
phase1-shopping-search-quality	-	2026-08-24 13:52	2	146	2	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(shopping): kill the 5 surviving mutants
phase2-evidence-normalization	-	2026-08-24 14:15	2	145	2	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(consultative): kill M06/M07 with minimal-pair fixtures
phase3-entity-offer-model	-	2026-08-24 14:32	3	144	3	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(consultative): kill M02/M04/M07 (entityKey distinctness + url dedup)
phase4-synthesis-decision	-	2026-08-24 14:52	3	143	3	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): exclude UNKNOWN from the sellers list (it is a string)
phase9-decision-polish	-	2026-08-25 09:45	1	140	1	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(consultative): give the decision card its own image + drop the redundant me
phase9-shopping-marker	-	2026-08-25 09:29	3	141	3	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): keep the TikTok-fold anchor; fold the marker into finalText's
phase9-ui-synthesis	-	2026-08-24 15:48	2	142	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): localize the shopping decision card + keep guard tests honest
platform/hardening-phase0	-	2026-08-08 11:27	0	386	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	refactor(platform): deduplicate PH-0 ownership after hotfix
polish/landing-branding	-	2026-07-29 14:38	0	497	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(branding): Brand Identity v1.0 + logo migration plan
preview/auth-provider-contract	-	2026-07-25 10:26	1	576	1	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(auth): config-driven provider contract — product.ts as single source
preview/bugfix-video-counters	-	2026-07-04 20:05	0	776	0	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(security/api): OAuth callback auth-gate, Stripe webhook integrity, save erro
preview/chat-layout-grouping	-	2026-07-24 14:31	0	579	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): position-aware place enrichment — group photos with their place
preview/deals-catalog	-	2026-07-24 10:40	0	588	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(deals): simplify partner catalog to 7 official-landing partners (Bug #14)
preview/deals-promo-polish	-	2026-07-24 12:51	0	583	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(deals): promo polish — discount badge, countdown, voucher copy (metadata.
preview/deals-v1	-	2026-07-24 11:35	0	585	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(deals): V1 polish — partner_type free string + reserved metadata JSONB
preview/exchange-rate-precision	-	2026-07-24 13:34	0	581	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(currency): Bug #15 exchange-rate precision + missing-currency guard
preview/truncation-fix	-	2026-07-25 09:20	0	576	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): prevent finishReason:length truncation — raise cap + let enrichment
probe/cron-capacity	-	2026-08-13 13:58	1	306	1	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(probe): add an 8th cron entry to test Vercel Hobby capacity
rca-main	-	2026-08-27 19:24	0	121	0	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(consultative): A5 price boundary skipped no-retrieval turns (P0) (#200)
rca/place-id-flow	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-mvp/.claude/worktrees/gcs-media-bridge	2026-08-25 16:21	0	131	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	obs(photos): time each step of the photo fallback chain (#190)
redeploy-7e	-	2026-08-13 09:42	0	328	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(deploy): 7E — redeploy production to pick up MEDIA_PROVIDER=gcs
release/android-games-hidden	-	2026-08-02 19:24	116	625	116	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(release/android): hide Games — parked for Tappy Arcade V2
release/android-games-hidden-clean	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-games-repro	2026-08-03 09:47	114	625	114	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(release/android): hide Games — parked for Tappy Arcade V2
release/android-vc7	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-release-vc7	2026-08-19 12:55	7	228	7	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(android): versionCode 7 — 6 is already published on the Alpha track
release/games-hidden	-	2026-08-02 19:21	1	452	1	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(release): hide Games — parked for Tappy Arcade V2
release/scam-shield	-	2026-08-03 19:02	0	451	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(scam-shield): add URL/QR risk checker with provider-based architecture
release/v2-android-rc	-	2026-08-23 08:51	8	163	8	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android): Deals showed a partner initial where the web shows the official lo
release/v2-ios-rc	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-ios-rc	2026-08-27 09:58	7	130	7	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ios): Deals refetches on language change instead of freezing the fetched-in 
release/v2-rc	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-rc	2026-08-19 16:13	24	211	24	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android/deals): send the app language, so English users stop getting Vietnam
release/vc6	-	2026-08-15 19:02	1	254	1	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(android): versionCode 6 for the account-deletion release
release/web-rc-2026-07	-	2026-07-29 11:57	0	513	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(design-system,web): release polish — fixed-dark semantic tokens + copyrigh
safety/explore-moderation-audit	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-safety	2026-08-19 14:56	11	222	11	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(policy): the author is told at posting time, not only in their profile
security/next-14.2.35	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-sec-next	2026-08-03 19:27	0	450	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	security(deps): upgrade Next.js 14.2.5 -> 14.2.35 (CVE-2025-29927)
security/v3-phase3	C:/Users/Admin/Claude/Projects/TappyAI/.worktrees/v3-phase3-security	2026-09-03 12:50	1	74	2	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(v3): close the security findings Phase 0 deferred
share-menu	-	2026-08-13 12:56	0	310	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(share): TappyAI owns the share menu, not the OS
share-preview	-	2026-08-13 12:34	0	314	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(share): give a pasted TappyAI link a real preview
share-ui	-	2026-08-13 13:33	1	309	1	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(share): wire the share sheet into the real Android and iOS review screens
test/c8-runtime-sql	-	2026-08-13 16:43	1	303	1	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test(controller): C8 — execute the outbox migration against a real PostgreSQL
tmp/i18n-sprint-base	-	2026-08-06 09:37	126	625	126	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tmp: i18n sprint at stash base
uat/android-release-fixes	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-android-uat	2026-08-08 12:41	132	625	132	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(chat): stop BODY-level http logging from buffering the reply stream
v2-closeout	-	2026-08-15 17:38	0	256	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(mobile): build YouTube posters the web resolver's way (#77)
v2/android-rc-build	C:/Users/Admin/Claude/Projects/TappyAI/tappyai-android-rc	2026-08-27 16:42	13	163	13	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(android): the CTA block leaked its raw JSON when anything followed it
verify/c3-merged	-	2026-08-06 13:57	0	408	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge pull request #12 from huyphamsm-tappy/feat/controller-v2-component3-rbac
verify/c4-merged	-	2026-08-07 10:27	0	402	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge pull request #14 from huyphamsm-tappy/feat/controller-v2-component4-audite
verify/c9a-merged	-	2026-08-07 11:16	0	399	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge pull request #16 from huyphamsm-tappy/feat/controller-v2-component9a-admin
video-5min	-	2026-08-13 14:56	1	305	1	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(video): raise the clip limit from 60 seconds to 5 minutes
origin	-	2026-09-11 16:58	13	75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	Merge pull request #251 from huyphamsm-tappy/feat/v3-user-data-foundation
origin/backup/ccp-canonical-2026-09-17	-	2026-09-17 09:31	28	34	67	11	1	1	1	0	1	1	1	0	0	0	0	0	0	0	fix(ccp): multilingual false-limitation guard (M2 + English)
origin/blob-cleanup	-	2026-08-13 14:14	3	306	3	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(deps): declare jose explicitly — it was only reaching us through @vercel/b
origin/chore/android-target-sdk-36	-	2026-08-19 10:58	1	228	1	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(android): target API 36 for the Play policy deadline
origin/chore/controller-v2-phase6-legacy-removal	-	2026-08-19 12:57	2	224	2	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into chore/controller-v2-phase6-legac
origin/chore/publication-boundary-migrations-in-git	-	2026-08-18 15:03	2	230	2	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chore(safety): write the EXECUTE grant the way ADR-019 requires
origin/chore/remove-temp-diag	-	2026-08-28 12:30	2	115	2	53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	fix(test): the absence guard was matching its own text
origin/ci/regression-gate	-	2026-08-10 14:35	0	347	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ci(controller): add regression and static quality gates
origin/ci/supertux-wasm	-	2026-08-02 12:32	7	452	7	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ci(supertux-wasm): apply a minimal patch enabling mobile controls on web
origin/claude/lucid-albattani-08512a	-	2026-07-30 14:18	1	488	1	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(ui): localize TripPlanCard labels and enrichment trailing-block for EN
origin/claude/user-memory-auth-fk-f1z5nf	-	2026-09-11 13:32	15	75	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	docs(v3): record Phase 6 architecture-hardening backlog
origin/crossdomain-place-flood	-	2026-08-25 10:16	1	139	1	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fix(consultative): one representative photo per place — kill the cross-domain 
origin/debug/vi-tool-provider-request	-	2026-08-15 13:31	1	272	1	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debug: temporary metadata-only language diagnostic (Preview only, do not merge)
origin/diag/media-identity-source	-	2026-08-13 08:47	0	334	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(media): say WHERE the deployment identity was missing, not just that it was
origin/diag/web-client-error-capture	-	2026-08-28 09:03	1	121	1	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	diag(web): TEMPORARY client-error capture for the Zalo/Chat/Home P0
origin/docs/anon-eligibility-measured-zero	-	2026-09-01 11:10	2	95	2	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	chore: merge main (#227) — keep this branch additive
origin/docs/b8-applied	-	2026-08-21 08:16	1	190	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Documentation only.
origin/docs/ban-revocation-status	-	2026-08-21 09:20	1	186	1	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): ban revokes sessions, and class 1 is empty again
origin/docs/bl002-accepted	-	2026-08-22 18:29	1	164	1	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): BL-002 accepted — G1 is closed on production
origin/docs/c10-accepted	-	2026-08-13 11:52	0	320	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller): C10 ACCEPTED — S4 closed on production evidence
origin/docs/c11-session-security-contract	-	2026-08-15 10:17	13	297	13	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): C8 and C11 verified in production — Controller V2 closeou
origin/docs/c11-surface-status	-	2026-08-21 08:57	1	188	1	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): C11 session surface, and the burn-down re-measured
origin/docs/controller-v2-alert-well-status	-	2026-08-19 14:41	1	216	1	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): record the Alert Well as complete
origin/docs/controller-v2-b5-status	-	2026-08-19 14:17	1	218	1	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): record B5 Denial UX as complete and production-verified
origin/docs/controller-v2-closeout	-	2026-08-15 10:27	1	296	1	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): C8, C11 and C9b ACCEPTED — Controller V2 closeout
origin/docs/controller-v2-closure-index	-	2026-08-23 11:50	1	158	1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): add the closure index so a dated 🔴 is never re-opened as
origin/docs/controller-v2-command-palette-status	-	2026-08-19 15:52	1	212	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): record the Command Palette, and the act/search contract gap
origin/docs/controller-v2-context-bar-status	-	2026-08-19 15:02	1	214	1	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): record the Context Bar, and the date-range contract gap
origin/docs/controller-v2-foundation-closure	-	2026-08-04 12:32	0	435	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): normalize project status across all Foundation documents
origin/docs/controller-v2-k2-applied	-	2026-08-22 17:01	1	165	1	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): K-2 migration applied to production, and the runbook
origin/docs/controller-v2-layout-presets-blocked	-	2026-08-19 16:00	1	211	1	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): Layout Presets are BLOCKED — dependency and contract audi
origin/docs/controller-v2-m01-applied	-	2026-08-20 13:27	1	195	1	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): Module 01 daily_snapshots applied to production, merged and
origin/docs/controller-v2-m04-status	-	2026-08-20 13:58	2	193	2	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): re-measure the burn-down at 81bfa06
origin/docs/controller-v2-phase0-reconciliation	-	2026-08-19 12:02	1	227	1	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): phase 0 — recover the original architecture, record Decis
origin/docs/controller-v2-phase2-m08-migration-artifact	-	2026-08-19 18:14	1	204	1	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): Module 08 enforcement is ordered behind the migration — a
origin/docs/controller-v2-phase5-event-bus-audit	-	2026-08-19 12:44	1	225	1	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): phase 5 — event bus verified, first flow blocked on busin
origin/docs/controller-v2-phase8-authority-resolved	-	2026-08-19 16:54	1	207	1	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): document authority RESOLVED — correcting the previous ent
origin/docs/controller-v2-phase8-founder-status	-	2026-08-19 16:31	1	209	1	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): record Phase 8 start — Founder Hub id, and what it does n
origin/docs/controller-v2-phase8-module-authority-audit	-	2026-08-19 16:38	1	208	1	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): Phase 8 has no authorized implementation unit — 20-module
origin/docs/controller-v2-phase8-module-ordering	-	2026-08-19 17:22	1	206	1	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): the architecture DOES define module ordering — Module 14 
origin/docs/controller-v2-phase8-schema-authority-closed	-	2026-08-19 18:02	1	205	1	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): the bo-23/bo-10 schema conflict does not exist — correcti
origin/docs/controller-v2-post-foundation-status	-	2026-08-19 11:25	1	228	1	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): reconcile post-foundation production status
origin/docs/controller-v2-shell-ux-deferral	-	2026-08-23 11:43	1	159	1	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): close the DoD — D8/D9 defer Density and dark mode, and co
origin/docs/controller-v2-sot-reconciliation-m08	-	2026-08-20 11:00	1	200	1	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): reconcile the single source of truth with three merged, pro
origin/docs/controller-v2-status-closeout	-	2026-08-22 16:19	1	166	1	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): close out STATUS against production 6d9aecc
origin/docs/controller-v2-status-corrections	-	2026-08-13 16:48	1	302	1	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): correct two stale component statuses
origin/docs/controller-v2-status-sync	-	2026-08-30 13:46	2	109	2	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	docs(controller-v2): record Owner decisions of 2026-08-30 — C7 UAT, and V2.2
origin/docs/controller-v21-uat	-	2026-08-23 17:14	1	154	1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): close V2 and record Home UAT
origin/docs/correct-m30-export-target	-	2026-09-01 13:03	2	89	2	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into docs/correct-m30-export-target
origin/docs/f10-activation-analysis	-	2026-08-10 08:39	0	354	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): F-10 activation analysis and corrected order
origin/docs/f10-flag-forensic	-	2026-08-10 09:03	0	352	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): feature-flag forensic for CONTROLLER_ORG_MEMBERSHIP_ENABLED
origin/docs/f10-uat-closeout	-	2026-08-10 12:44	0	350	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller): close F-10 after production Head UAT
origin/docs/feature-usage-guidance	-	2026-08-15 13:41	0	270	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	feat(mobile): add bilingual TappyAI feature usage guidance
origin/docs/k1-released	-	2026-08-23 10:08	1	161	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): K-1 shipped and verified on production 0ae343b
origin/docs/m04-retention-applied	-	2026-08-20 14:59	1	191	1	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	docs(controller-v2): cohort_metrics applied to production
origin/docs/marketing-phase2-contract	-	2026-09-01 11:50	2	93	2	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Merge remote-tracking branch 'origin/main' into docs/marketing-phase2-contract
